 7.72632983e+00 1.16416037e+01 5.23217123e+00 1.27018724e+00 8.23493345e-01 -2.53344427e+00 1.40994047e+00 -3.89960528e-01 -1.29579249e+00 -3.97106435e-01 1.39685414e+00 9.16143438e-01 -7.86249739e-01 6.99032760e-01 4.86803395e-01 -1.00469585e+00 -2.33587093e-01 -4.63807051e-01 5.40552593e-01 6.49459578e-01 5.30371106e-01 5.42198508e-01 -9.16780140e-02 -3.24398585e-01 -5.39970544e-01 -2.76609781e-01 -7.80989651e-01 4.06590601e-01 7.24689553e-01 -7.58426492e-01 3.31509422e-02 -5.28137037e-01 -2.43747868e-01 1.19227093e-01 -1.85420695e-01 -1.42152735e-01 -2.74020841e-01 -3.42511727e-01 6.54708757e-02 2.47720406e-01 -5.96524166e-01 4.49732525e-01 1.00000000e+00
 6.84808725e+00 1.29990067e+01 5.77123153e+00 1.31932199e+00 1.83760224e+00 -1.80299419e+00 1.23156962e+00 -1.05003269e+00 -1.46741409e+00 -1.21845127e+00 1.20858327e+00 6.35203211e-01 -5.48625508e-01 5.27675623e-01 7.19072513e-01 -1.29986933e+00 -5.77560911e-01 -6.84532493e-01 7.76728154e-01 1.58084826e-01 6.62957683e-01 5.12434488e-01 2.66438388e-01 1.25580458e-01 -4.89096317e-01 -7.78776539e-01 6.27520849e-02 4.21990849e-01 6.72262013e-01 -3.12146017e-01 2.75514305e-01 -2.17268783e-01 -2.66342967e-01 -2.07395227e-01 4.83783996e-02 1.65067659e-01 1.63204985e-01 5.08346916e-02 -1.20393064e-02 1.14707198e-01 1.68471316e-01 1.74789186e-01 1.00000000e+00
 6.78304447e+00 1.30159348e+01 5.59295893e+00 1.23997630e+00 1.78813022e+00 -1.93170294e+00 1.18678233e+00 -9.50526946e-01 -1.38559958e+00 -1.16856188e+00 1.19043756e+00 5.99041338e-01 -5.01268097e-01 3.65982999e-01 6.26488598e-01 -1.26429562e+00 -4.34496253e-01 -7.44353245e-01 8.79545593e-01 1.51994321e-01 6.80913048e-01 3.95013281e-01 4.66195952e-01 1.93729198e-01 -4.19757791e-01 -7.47126573e-01 6.21881071e-02 3.12652680e-01 6.09526238e-01 -1.52111142e-01 5.63499258e-02 -2.60120729e-01 -4.51806666e-01 -1.47583371e-01 1.48658353e-01 2.06266328e-01 1.00376957e-01 1.59505334e-01 -2.21119523e-01 -1.12392432e-01 -1.22252399e-01 1.79333667e-01 1.00000000e+00
 9.01803986e+00 7.18037572e+00 4.71017111e+00 -2.25043647e+00 8.92563253e-01 -1.26710088e+00 8.14781288e-01 -4.35106496e-01 -1.93052158e+00 -3.45790660e-01 1.54686411e+00 9.89779707e-02 -2.25366021e-01 3.23758207e-01 4.37995972e-01 -1.32959506e+00 -4.37836868e-01 -3.08634260e-01 3.36065927e-01 2.99732798e-01 1.88451927e-01 1.76209386e-01 -4.20054465e-02 -3.29434429e-01 -3.77622702e-01 -3.91104735e-01 -6.14657533e-01 4.14505571e-01 8.24506962e-01 -4.23249147e-01 -4.14109447e-03 -4.18512549e-01 -1.62444989e-01 1.69795639e-01 1.38010776e-01 4.64231150e-02 3.91583273e-01 3.67605359e-01 -1.36048332e-01 -3.14899872e-02 -3.63310973e-01 6.35187393e-02 1.00000000e+00
 7.77069464e+00 1.19424920e+01 7.35377035e+00 1.59256942e+00 9.91503601e-01 -1.48812669e+00 1.80777898e+00 -8.53198552e-01 -9.42130942e-01 1.55187969e-01 1.36425541e+00 1.38809468e+00 -1.70722057e+00 4.27298643e-01 1.12121706e+00 -1.31868940e+00 -7.67054993e-01 1.02030282e-01 2.88977993e-01 -3.09115901e-01 8.74658293e-01 2.23405880e-01 -9.30604855e-02 -9.56423397e-02 -4.42151892e-01 -1.91737314e-01 -5.67610985e-01 2.81117024e-01 7.61755373e-01 -4.74751219e-01 -1.52391493e-01 -2.86110958e-01 -4.91192058e-01 -1.45008806e-02 6.81129042e-02 -2.87283013e-01 -2.67223713e-01 -2.39979536e-01 -3.65225734e-01 2.07090095e-01 -9.78686948e-02 -6.83354258e-02 1.00000000e+00
 6.93927133e+00 1.28258478e+01 5.99264475e+00 1.45928986e+00 2.04779378e+00 -2.08916416e+00 1.19855720e+00 -1.10461694e+00 -1.44314937e+00 -1.29178259e+00 1.21712247e+00 3.18159545e-01 -4.98843057e-01 5.46563499e-01 6.45686418e-01 -1.28532438e+00 -5.75868736e-01 -5.96366234e-01 1.03977527e+00 1.81028833e-01 8.78811592e-01 4.89165542e-01 4.03791259e-01 2.28210568e-01 -6.53994011e-01 -5.44208408e-01 -2.52702217e-01 5.75447205e-01 6.99610113e-01 -4.95344574e-01 2.75191096e-01 -3.40887287e-01 -3.43579149e-01 -3.14043774e-01 4.53374958e-03 2.82815738e-01 5.06823051e-01 -6.24209121e-02 1.28144731e-01 9.01902640e-02 1.49356586e-01 1.24530116e-01 1.00000000e+00
 3.14637224e-01 8.23481249e+00 2.13753143e+00 2.86454074e+00 1.65131000e-01 -1.43426529e+00 8.30463442e-01 -2.18014524e-02 -5.02973512e-01 -3.57716491e-01 1.20347181e+00 8.10338769e-01 -4.67911032e-01 2.74805419e-01 8.38363461e-01 -1.28241275e+00 -4.28672983e-01 -6.44319122e-01 6.47159313e-01 -9.87532288e-03 5.40964867e-01 7.43336988e-01 1.57510630e-01 3.02268755e-01 -2.77216006e-01 -5.96688382e-01 -3.83230793e-02 4.93615777e-01 6.66189236e-01 -3.36753022e-01 1.85523766e-02 -4.02270973e-01 -6.12880883e-01 -2.91148776e-01 -1.41276011e-01 8.93470608e-02 -7.53906925e-03 1.03424447e-01 -2.12588662e-01 3.43705348e-01 1.25306910e-01 6.35450543e-01 1.00000000e+00
 6.93093994e+00 1.29565250e+01 5.80564094e+00 1.41722012e+00 1.84474565e+00 -1.93876509e+00 1.21435960e+00 -1.03817333e+00 -1.39607892e+00 -1.12128083e+00 1.27815231e+00 5.06234493e-01 -5.35903086e-01 5.67837776e-01 5.31324374e-01 -1.53649300e+00 -5.78455893e-01 -5.93767613e-01 8.25283194e-01 1.73698075e-01 8.72264567e-01 3.98958236e-01 3.48153113e-01 1.79840466e-01 -5.83762884e-01 -5.66783932e-01 -1.71043497e-01 3.74162630e-01 5.81435406e-01 -2.22610812e-01 2.82032457e-01 -1.66347334e-01 -3.62536195e-01 -1.23143219e-01 -2.46273736e-03 9.32490332e-02 2.07603571e-01 -1.07721346e-01 1.10575471e-01 1.12913616e-01 2.40936836e-01 8.34405221e-02 1.00000000e+00
 7.08952823e+00 1.27395437e+01 5.99546559e+00 1.48796818e+00 1.77755946e+00 -2.09356216e+00 1.36577741e+00 -9.21585914e-01 -1.38960088e+00 -1.12802372e+00 1.29037145e+00 5.68768875e-01 -5.69935412e-01 5.51233814e-01 5.05113937e-01 -1.40394841e+00 -5.40013717e-01 -5.91728178e-01 9.34866687e-01 1.87750342e-01 7.73626269e-01 5.59121638e-01 3.70166510e-01 1.88902303e-01 -4.88605105e-01 -6.43609002e-01 -1.59212819e-01 2.84548738e-01 6.02493656e-01 -2.37989962e-01 1.49779484e-01 -2.05042134e-01 -2.95214506e-01 -1.30697587e-01 1.01537240e-01 1.62802566e-01 1.40635050e-01 -8.55839847e-03 -8.12898940e-04 1.46111282e-01 -1.88486873e-02 2.51341910e-02 1.00000000e+00
 7.30937747e+00 1.24487374e+01 6.33939110e+00 1.74110933e+00 1.72464676e+00 -1.98139897e+00 1.21986849e+00 -8.12387378e-01 -1.11628288e+00 -1.03629033e+00 1.11591088e+00 2.62695303e-01 -4.20547492e-01 5.47649914e-01 6.05300659e-01 -1.16354687e+00 -4.30128265e-01 -4.14990481e-01 1.04880740e+00 1.43529789e-01 6.52419717e-01 7.50868966e-01 3.43408202e-01 2.92447433e-01 -6.60923529e-01 -5.29985201e-01 -5.54104627e-01 4.63220097e-01 7.35860780e-01 -6.42416098e-01 2.31727908e-01 -4.21314107e-01 -4.07366442e-01 -3.04453906e-01 -1.66767605e-02 2.97247285e-01 6.29133473e-01 2.32844004e-01 3.20380074e-02 3.39955190e-02 -1.27864180e-01 7.38790388e-02 1.00000000e+00
 7.31070160e+00 1.25359819e+01 6.19546297e+00 1.56652139e+00 1.48295260e+00 -2.01287922e+00 1.47810187e+00 -7.86926379e-01 -1.25731361e+00 -9.19396565e-01 1.25443534e+00 7.39312044e-01 -6.48174962e-01 5.45947307e-01 4.76394797e-01 -1.40798950e+00 -5.85226147e-01 -4.98726640e-01 8.35735454e-01 1.70854134e-01 6.22847518e-01 5.88303410e-01 2.78840321e-01 1.36320828e-01 -3.89708623e-01 -7.73005643e-01 -1.69079431e-01 8.73134236e-02 6.01565202e-01 -1.31228746e-01 6.30268572e-02 -3.20684007e-01 -1.75121220e-01 -5.27101480e-02 2.11344582e-01 1.27344795e-01 -8.13666546e-02 1.28009016e-01 -8.76978945e-02 2.04612759e-01 -2.57777450e-01 4.25947152e-02 1.00000000e+00
 8.18100359e+00 1.14150188e+01 6.95003026e+00 2.33086518e+00 1.30748316e+00 -2.12310851e+00 1.63849787e+00 2.43833037e-01 -1.19956149e+00 1.10469922e+00 1.03076851e+00 1.53815164e+00 -7.93441677e-01 5.17640562e-01 7.50669151e-01 -9.34607281e-01 -6.23117921e-01 -3.13702712e-01 -1.39471874e-02 -4.28629794e-01 5.55479001e-01 9.70351840e-03 -1.71198395e-01 -3.38301214e-02 -6.15038863e-01 -1.74777096e-01 -8.09673649e-01 7.95740619e-01 9.79369250e-01 -6.90460105e-01 1.18536468e-01 -5.03577453e-01 -3.20015223e-01 -1.62686498e-01 -5.78531579e-02 1.12025378e-01 7.53270919e-02 -4.74808864e-02 -1.26934025e-01 -1.76054108e-01 8.36186355e-02 3.21159968e-01 1.00000000e+00
